worker_address     status      is_preemptive is_fiber is_sick is_in_cc_exception is_fatal_exception is_inside_catch is_in_polling_io_completion_routine context_switch_count pending_io_count pending_io_byte_count pending_io_byte_average wait_started_ms_ticks wait_resumed_ms_ticks task_bound_ms_ticks  worker_created_ms_ticks exception_num exception_severity exception_address  affinity             state                                                        start_quantum        end_quantum          last_wait_type                                               return_code quantum_used         max_quantum          boost_count tasks_processed_count fiber_address      task_address       memory_object_address thread_address     signal_worker_address scheduler_address  processor_group worker_migration_count
------------------ ----------- ------------- -------- ------- ------------------ ------------------ --------------- ----------------------------------- -------------------- ---------------- --------------------- ----------------------- --------------------- --------------------- -------------------- ----------------------- ------------- ------------------ ------------------ -------------------- ------------------------------------------------------------ -------------------- -------------------- ------------------------------------------------------------ ----------- -------------------- -------------------- ----------- --------------------- ------------------ ------------------ --------------------- ------------------ --------------------- ------------------ --------------- ----------------------
0xF07E959283ECE87F           2             0        0       0                  0                  0               0                                   0              4161417              286                     0                       0                     0                     0              4917156                 4917156             0                  0 0x3300088C760DEBC0                    1 SUSPENDED                                                              1547202251           1547202255 MISCELLANEOUS                                                          0                 9518                    0        1000                     1 NULL               0x1530C13D40968BF5 0x055B0B0D28AA508C    0xE3C1BCEB8AD5260A 0x3300088C760DEBC0    0x27BE28981C79D307               0                      0
0xE68BC8F025DBF4AA           4             1        0       0                  0                  0               0                                   0                    7                0                     0                       0                     0            1547178189              4917264                 4917156             0                  0 0x3300088C760DEBC0                    1 RUNNING                                                                   4919958  9223372036854775807 XE_DISPATCHER_WAIT                                                     0                    0                    0         999                     1 NULL               0xCD08333A31D9EE73 0x13AE566F8E9D4C59    0x957D3A67664C91DC 0x99AFF23546014AA9    0x27BE28981C79D307               0                      0
0xE7BE30B4863D2898           2             0        0       0                  0                  0               0                                   0               651469               79                     0                       0                     0                     0              4917164                 4917164             0                  0 0x3300088C760DEBC0                    2 SUSPENDED                                                              1547189054           1547189058 MISCELLANEOUS                                                          0                 1946                   48        1000                     1 NULL               0x2867FA527F4CC4A2 0x129BAE2B2D7B906B    0x40B8980888FD1B86 0x3300088C760DEBC0    0xA98F86ED22960E40               0                      0
0xD905ADEF09E5E89D           4             1        0       0                  0                  0               0                                   0                    5                0                     0                       0                     0               4917212              4917212                 4917164             0                  0 0x3300088C760DEBC0                    2 RUNNING                                                                   4917212  9223372036854775807 MEMORY_ALLOCATION_EXT                                                  0                    0                    0        1000                     1 NULL               0xF05F08550E03A124 0x2C203370A2A3506E    0x289BBC4E72317612 0xE7BE30B4863D2898    0xA98F86ED22960E40               0                      0
0xCD29AEFDBC36A728           2             0        0       0                  0                  0               0                                   0              9786501              208                     0                       0                     0                     0              4917165                 4917164             0                  0 0x3300088C760DEBC0                    4 SUSPENDED                                                              1547190798           1547190802 MISCELLANEOUS                                                          0                29649                   17        1000                     1 NULL               0x02F0641B45474B12 0x380C306217701FDB    0x7D47BE31EBBAAF22 0x3300088C760DEBC0    0xD131C4F19444D988               0                      0
0x20A6E78E19CAC6BB           2             0        0       0                  0                  0               0                                   0              5011756              374                     0                       0                     0                     0              4917180                 4917180             0                  0 0x3300088C760DEBC0                    8 SUSPENDED                                                              1547202313           1547202317 MISCELLANEOUS                                                          0                14631                   30        1000                     1 NULL               0xEF7F2D68E0BB2A81 0xD5837911B28C7E48    0x09EAD7A07D49EDCD 0x3300088C760DEBC0    0x5F006A84AAAB04CF               0                      0
0x4D015EC4B92D82F4     2097156             1        0       0                  0                  0               0                                   0                    5                0                     0                       0                     0               4917211              4917211                 4917180             0                  0 0x3300088C760DEBC0                    8 RUNNING                                                                   4917212  9223372036854775807 MEMORY_ALLOCATION_EXT                                                  0                    0                    0        1000                     1 NULL               0x3747DF6F91F44F07 0xB824C05B126B3A07    0xE5E5EB097BD8F5DA 0x20A6E78E19CAC6BB    0x5F006A84AAAB04CF               0                      0
0xCEBFCC82829FD979     8388612             1        0       0                  0                  0               0                                   0                    6                0                     0                       0            1547202305            1547202305              4917262                 4917212             0                  0 0x3300088C760DEBC0                    8 SUSPENDED                                                                 4919958  9223372036854775807 XE_TIMER_EVENT                                                         0                    0                    0         999                     1 NULL               0xC47C9FB9016DC528 0x3B9A521D29D9618A    0x2EA2E85235831066 0x894E58D8D796E0CE    0x5F006A84AAAB04CF               0                      0
0x5ABB3FA93257B310     8388608             0        0       0                  0                  0               0                                   0              4298101             2702                     0                       0            1547202221            1547202221              4960259                 4917212             0                  0 0x3300088C760DEBC0                    2 SUSPENDED                                                              1547202221           1547202225 BROKER_TRANSMITTER                                                     0               150442                   14         365                     9 NULL               0x3F64E0A184F21E38 0xAF9EA13699110BE3    0xD44626D7CE309FE6 0x3905D8AFA9440FC4    0xA98F86ED22960E40               0                      0
